epoch,train_loss,validation_loss,learning_rate,epoch_seconds
1,0.5868331286814306,0.5843709806601206,0.0002,3.5376058999991074
2,0.5000219031587824,0.5700514813264211,0.0002,3.5858320999996067
3,0.49246547748516134,0.567106823126475,0.0002,3.585682500000985
4,0.4891590483776935,0.5616045395533243,0.0002,3.5725049000011495
5,0.4798541897303098,0.560518225034078,0.0002,3.5725008999997954
6,0.48496431654149835,0.5613300204277039,0.0002,3.5039712999987387
7,0.48500563997726936,0.5613273680210114,0.0002,3.570562599999903
8,0.4824445251520578,0.5594732860724131,0.0002,3.490943900000275
9,0.47973292369347115,0.558785637219747,0.0002,3.488012300000264
10,0.4772232883162313,0.5586421688397726,0.0002,3.5442759999987175
11,0.47201025021540655,0.5582002500693003,0.0002,3.4891917999993893
12,0.47278733957897534,0.5573557813962301,0.0002,3.4626959999986866
13,0.47239697211748594,0.5575384199619293,0.0002,3.4470479999999952
14,0.47439461211105444,0.5585607985655466,0.0002,3.453213400000095
15,0.4783760793023295,0.559190442164739,0.0002,3.532191899999816
16,0.4742902134146009,0.5578054587046305,0.0002,3.5245189999986906
17,0.4759666048861169,0.5595040718714396,0.0002,3.57930529999976
18,0.46853237299176004,0.5604259371757507,0.0002,3.4772358999998687
19,0.4701270368192103,0.5603373944759369,0.0002,3.4647267000000284
20,0.4778314766945777,0.5633746186892191,0.0002,3.461970000000292
21,0.46980374935385466,0.560346931219101,0.0002,3.6067637000014656
22,0.4717384220717789,0.5619028906027476,0.0002,3.581929300000411
23,0.4644608458915314,0.5617616871992747,0.0002,3.5117984999997134
24,0.4730362431569533,0.5595542093118032,0.0002,3.523358599999483
25,0.4718245921970962,0.5621276199817657,0.0002,3.519756600000619
26,0.46253511541849607,0.5641335348288218,0.0002,3.574305699999968
27,0.471679305488413,0.561228483915329,0.0002,3.571907600000486
28,0.4712671823315806,0.5617963671684265,0.0002,3.5424911999998585
29,0.4693919218979873,0.5665213565031687,0.0002,3.536622499999794
30,0.4637971110158152,0.5622878074645996,0.0002,3.582119300001068
31,0.4675487562433466,0.5643456478913625,0.0002,3.6030437999997957
32,0.46175321472155584,0.5624639193216959,0.0002,3.4847730999990745
