epoch,c_loss,g_loss,c_real_score,c_fake_score
41,-3.6960966718824286,8.893192655161807,-4.6816089971481185,-8.786435368186549
42,-3.6797911970238935,9.065502430263319,-4.9353246263767545,-9.019758452867206
43,-3.688549658499266,9.286454828161942,-5.061009174271634,-9.16863032830389
44,-3.66718661722384,8.928317433909365,-4.774039158793657,-8.84962728023529
45,-3.6672853309857216,8.634108690839065,-4.421670562421021,-8.505165479057714
46,-3.6332979189722163,8.148852323230944,-4.030552354376567,-8.066481691285183
47,-3.649335057484476,7.4772589489033345,-3.3353198460646367,-7.391426109640222
48,-3.642507098223034,7.251103868609981,-3.0679393136971873,-7.120617826361405
49,-3.6375583149884876,7.72943659832603,-3.524969824913301,-7.5707264410822015
50,-3.6380253716519007,7.604688427950206,-3.409744313967071,-7.456352552614714
51,-3.615960585443597,7.334464390026896,-3.225075270392393,-7.248792633884832
52,-3.6202337597545826,7.049040645360947,-2.882586756701532,-6.913808731028908
53,-3.6152049597940947,7.160923245706056,-2.9849046755386026,-7.010293005014721
54,-3.601485354021976,6.9907831706498795,-2.8515157776443583,-6.8648816554169905
55,-3.591843912789696,7.316780642459267,-3.1446966974750947,-7.149145738074654
56,-3.5715748636346114,7.235229871774974,-3.1696791437111402,-7.1482720776608115
57,-3.584778541012814,7.0229831118332715,-2.9235072538648783,-6.921324110031128
58,-3.5516110360622406,6.7459827410547355,-2.689225183290086,-6.646427643299103
59,-3.5353564155729194,6.79632420288889,-2.729684188824735,-6.668557666477404
60,-3.5316224273882413,6.524274606453745,-2.436668674059604,-6.371088569101534
61,-3.5165914309652226,6.514403468684146,-2.531809268578103,-6.450564625074989
62,-3.5140858813336022,6.414877568420611,-2.401403694776328,-6.320158565985529
63,-3.531765244195336,6.1645579494928056,-2.1588068342326503,-6.097432148456574
64,-3.5209258292850696,6.094249681422585,-2.0705381853604004,-5.999990945427041
65,-3.526293065359718,6.090231214698992,-2.0349679725734813,-5.966701702381435
66,-3.499259503264176,5.8447689649305845,-1.8604109080606386,-5.763069231259196
67,-3.5147330572730615,5.623100615253574,-1.5442954051259317,-5.47048805928544
68,-3.5057200629460183,5.350215916570864,-1.3326494261230293,-5.249560718159927
69,-3.4704754528246426,4.551859624291721,-0.6090159362378089,-4.482944951931897
70,-3.4942623790941743,4.531331376025551,-0.5229128986008857,-4.430543257178445
71,-3.513522892249258,4.472899223922899,-0.4538402375422026,-4.379770420785797
72,-3.511788004950473,4.463994567331515,-0.44996013103151006,-4.38501752083631
73,-3.5313472023135737,4.285616102971528,-0.2263166586819448,-4.182543524099808
74,-3.5352798988944607,4.0716133329429125,0.002153498424511207,-3.955497097420065
75,-3.490935384599786,4.262666377974184,-0.18569270217497097,-4.094473771829354
76,-3.4981585060295304,3.8192672434409984,0.14801622678182627,-3.768701144856842
77,-3.501704026837098,3.6921310122860107,0.318050053470621,-3.6068107875554185
78,-3.515737825945804,3.4468295768295465,0.610474000733934,-3.3385730406367466
79,-3.5222235215337654,3.469848512622871,0.6136119879684165,-3.3356686578181227
80,-3.5257731080055237,3.1721209781734565,0.8494104865546289,-3.106124038915885
81,-3.5275466332310126,3.0299064043517174,1.0557691942508283,-2.9068953556253723
82,-3.5094032030356557,2.983651709203657,1.08345478816252,-2.8566978459491543
83,-3.5360026905411166,2.749467741109823,1.3244273993137636,-2.6569114376839837
84,-3.556608133567007,2.7188952095610532,1.4138899930213626,-2.5871469814722476
85,-3.5248754309980495,2.3890072273972787,1.6593992534044542,-2.301812467331949
86,-3.523373974624433,2.4618449256216226,1.6237576835249599,-2.3403744038096383
87,-3.5324424919329194,2.243916010533116,1.83968184172715,-2.134207777541719
88,-3.5267826419127615,2.1407628813268325,1.959287190564761,-2.0108249615093596
89,-3.5362950419124806,1.9349519881468855,2.1635537372215796,-1.8207529257688868
90,-3.5364056907202066,1.9779792093230706,2.0922211849375776,-1.889175613459788
91,-3.550215401147541,1.7238711761310697,2.4128119979053735,-1.5913017698416585
92,-3.5448886140396723,1.684206738455319,2.4526378354547838,-1.538705240660592
93,-3.569329007048356,1.5214989428457462,2.650104377654038,-1.3713447933232314
94,-3.573836336010381,1.6249182891884917,2.5072889954439903,-1.5224579826487523
95,-3.5639153455433092,1.5695382265472098,2.5739817370415516,-1.446170966106614
96,-3.5540966548417745,1.2458449957009994,2.8900000838268745,-1.1258068196671573
97,-3.5714921650133635,1.2913755507355458,2.880514558453701,-1.146488726619435
98,-3.5554911359360344,1.130048031134433,3.0501214883094163,-0.9653175463801936
99,-3.5681713643826938,1.1652368594353135,2.966419707885698,-1.05858591902805
100,-3.5641292349288336,1.1801697896107246,2.9604333338376723,-1.0598165701780664
101,-3.587118435847132,1.0415079157407348,3.1226721249716847,-0.9269178951208137
102,-3.6185346775933316,1.066229616732974,3.187501875330743,-0.9002644175835149
103,-3.6067895406170893,0.9530494352312464,3.207495839305614,-0.8584703741987285
104,-3.5871006300574857,0.9564136399299299,3.2241557152255584,-0.8276974027976394
105,-3.5964118901051974,1.0365923707814593,3.1137080571761255,-0.9516618285622251
106,-3.5892620099218266,0.9516672625353462,3.229979111391463,-0.8239982329112919
107,-3.6363659839881093,0.7957458244636655,3.4183436496183277,-0.6919076735129286
108,-3.625770037425192,0.8522380340697342,3.347085760122067,-0.755916433286314
109,-3.6279950392873666,1.0625741871956147,3.1639903419111906,-0.9300977233895346
110,-3.636910364502355,0.8514091122503343,3.330545799179297,-0.7865839673304245
111,-3.6592123232389753,0.9294033366206446,3.308951376819689,-0.8366910920625454
112,-3.6496385718646804,0.7583104070570124,3.4902527409556665,-0.6383072073277282
113,-3.6783587462023686,1.0212003327906132,3.2775191701752573,-0.8934413789134277
114,-3.6650670647621153,0.7848194210152877,3.448209576347941,-0.7096716102114633
115,-3.662455630616138,0.9038040832567372,3.3894968692409364,-0.7587138918277464
116,-3.6779374467699153,0.6693931442538374,3.6093602896520967,-0.563883617785024
117,-3.6884931363557514,0.6025725229594269,3.6561716929078103,-0.5248114858165775
118,-3.7140302143598856,0.625009972651146,3.7116247060659684,-0.5082799123502091
119,-3.7087351993510596,0.6346381981612036,3.706558969165934,-0.4976441673248222
120,-3.715134069166685,0.6265017968651495,3.6962564293295146,-0.5185819216464695
121,-3.7163060555332583,0.48240920146437066,3.8618468925749,-0.35646444834572705
122,-3.711715797374123,0.6328156602715975,3.7304978525364083,-0.48789147222169527
123,-3.7166117511297525,0.5894643388394463,3.745485173871643,-0.4720907876562131
124,-3.7478461880432934,0.7080953281960989,3.7148615554759377,-0.542917175022395
125,-3.745416708996421,0.7631735068402792,3.5752154127743685,-0.6760201306817563
126,-3.727309808605596,0.6903031035816591,3.6537169424522866,-0.5803460218747588
127,-3.7535996342960156,0.5550072528912049,3.804048274114336,-0.46295390607985226
128,-3.7749524637272485,0.7779724764588632,3.6516905979890573,-0.639587995110962
129,-3.7737266565624035,0.6428338108878386,3.7501556795286506,-0.5319259702375061
130,-3.782198894023895,0.6301406955248431,3.8317225875430987,-0.47411018885476025
131,-3.798124376723641,0.6028722998637118,3.8155902144156006,-0.49723109075505484
132,-3.804420825054771,0.4917081240074415,3.9539399158797766,-0.37999678725670827
133,-3.8340153361621656,0.541199923591002,3.9462320586764497,-0.4172166589696549
134,-3.8044102122909145,0.49328042748139095,3.9978504754995043,-0.33873064801292985
135,-3.829594698077754,0.39374079025889697,4.090252019210081,-0.2683803485828991
136,-3.8302568234895404,0.3821437258861567,4.125240206149848,-0.23534410842449258
137,-3.8149475668606003,0.4008053781366662,4.039590364773023,-0.3038439294960546
138,-3.841989385454278,0.4562091740632528,4.0757250292520775,-0.3049799636692593
139,-3.8465997959438125,0.39540486223995686,4.1268874664055675,-0.25662002275256734
140,-3.865830199342025,0.35735115653982286,4.179058453989656,-0.22226007921425137
141,-3.8748266728300798,0.41151485724472686,4.13558253920392,-0.2817311110612201
142,-3.870940583630612,0.4804389413789307,4.055771259375309,-0.35154737266466807
143,-3.875718945578525,0.2908875037376818,4.238225973554347,-0.17599465307338458
144,-3.91478717076151,0.4993307549310358,4.0645124661687175,-0.401277550187354
145,-3.9151820327106277,0.6307713607522217,3.9947982420654675,-0.4726645656322178
146,-3.882585528649782,0.6151947232061311,3.936828591988275,-0.4877892444351394
147,-3.916262954787204,0.48262863645428106,4.114900624693225,-0.35378898313563123
148,-3.9285244383310016,0.6893729068534938,3.939049120443432,-0.5376044662742826
149,-3.913382690203817,0.587643537327255,4.016038985315122,-0.4583928876997609
150,-3.921829818424426,0.8475621703423952,3.7515973921424073,-0.7195528988383318
151,-3.9340246225658215,0.8012093441854966,3.8105892546082796,-0.6760204936867874
152,-3.940952450350711,0.9194852315673703,3.765881651012521,-0.7416988969192301
153,-3.949998096415871,0.9732160936844977,3.629462722061496,-0.8795099928582969
154,-3.9586106996787223,0.9825376424154169,3.6745369986483927,-0.8489132229728918
155,-3.9697208624137077,0.9506085171903434,3.6979344299749326,-0.8353422868923334
156,-3.970334453331797,1.066770344188339,3.644909142977313,-0.8882737717983362
157,-3.982745077108082,0.9820289812295845,3.708876002619141,-0.8531678529897411
158,-3.9778019591381675,1.0886505742214228,3.60840075265028,-0.9430024082527348
159,-3.9904449676212512,1.170112643194826,3.5641185521295196,-1.00367586077436
160,-4.010225070777692,1.0910484397685842,3.630144553553117,-0.9578883383325056
161,-4.007603017279976,1.164852041726638,3.590287599536149,-0.998240730347798
162,-4.015019369125366,1.1297634562575503,3.5773855119159346,-1.0115522045715664
163,-4.023241605256733,1.0113701623325284,3.7178100071455304,-0.8912094085820411
164,-4.036468919954802,1.1947474644862508,3.567635026103572,-1.0531025149467352
165,-4.045833026735406,1.3523401330764357,3.3993245271083556,-1.2391427776237067
166,-4.042802317518937,1.2941271092644648,3.4876098472821084,-1.1462534463131113
167,-4.058574779410112,1.3033856629933183,3.5048304210073855,-1.1390153308791158
168,-4.04094955481981,1.2301913580219996,3.5403412372658125,-1.0822961531873596
169,-4.085845052568536,1.3118364116863201,3.502545702359394,-1.1783909677919981
170,-4.078333825814097,1.3651444827647585,3.443216746692595,-1.2308667274878213
171,-4.078123312247427,1.2866302831588607,3.540209860433089,-1.135248161443068
172,-4.100775744413075,1.3267280385878526,3.5102744379718054,-1.1887240633172425
173,-4.081718370161559,1.2700313642424972,3.5495029402014455,-1.1266812441674503
174,-4.104894946123425,1.233369520669313,3.5956756463568462,-1.1110374030608097
175,-4.099162764298288,1.332512680735243,3.4805673299259263,-1.2213807474821805
176,-4.1178604546346165,1.3249930319817442,3.5533398362758915,-1.1702377946459148
177,-4.123724823876431,1.2656350015221458,3.630573087303262,-1.1013706728619965
178,-4.13249607713599,1.3188605102906494,3.558826726831888,-1.1862130438565817
179,-4.130563121092947,1.2903501916872828,3.5451233226609857,-1.1936229726740797
180,-4.116197161298049,1.3642356397682114,3.477617927483822,-1.2499274698821337
181,-4.128701853752136,1.4431613001384234,3.424016151734089,-1.3096303147312842
182,-4.132469637770402,1.347294152567261,3.575923261556186,-1.1699632984340975
183,-4.153158840380217,1.4496021173698337,3.482191787415037,-1.284393276195777
184,-4.161304007078472,1.3793510231434514,3.5588960661699898,-1.2216980920026177
185,-4.184048660805351,1.3938981404429989,3.5624995386424034,-1.2434237670349448
186,-4.157208198622653,1.2443333030923416,3.675763755605409,-1.0998134519953868
187,-4.176059850893522,1.4174019180140214,3.5695415195273728,-1.2276790093630552
188,-4.176366166064613,1.3999918291933442,3.5371458324946854,-1.2595256852745813
189,-4.176712993571633,1.308691439512921,3.6763993643616377,-1.1231415499295843
190,-4.1937088696580185,1.2761397011283981,3.6707055117346736,-1.1471354120312944
191,-4.18937545261885,1.413732767889374,3.5482637466568696,-1.2667705274211536
192,-4.165978681413751,1.3624013884385164,3.561979217552825,-1.2215582170719772
193,-4.19370426629719,1.484077088975985,3.4837035930470415,-1.3329277431592346
194,-4.190146100521088,1.4414741644929898,3.516485240075149,-1.2986203687755684
195,-4.214199201684249,1.5446529081581455,3.4457881513590873,-1.3992856837514984
196,-4.198579540378169,1.5569540271045346,3.4664227891909447,-1.3635567869991063
197,-4.192296087114435,1.5189646143270166,3.4391558353838168,-1.383448330999205
198,-4.207533560301128,1.3745919069961499,3.6144425165496377,-1.2207329916620726
199,-4.227037835748572,1.254940950997958,3.7065417268166416,-1.1559274523273895
200,-4.222989146332992,1.367968144875608,3.63042544448062,-1.2276959521009734
201,-4.228713593043779,1.351592975521558,3.6556544181547665,-1.207272544664968
202,-4.2390818664902135,1.3202037634573092,3.730407884011143,-1.1482758803097042
203,-4.246926515353353,1.3655012546499308,3.675468388591942,-1.2098077595380967
204,-4.267528934855211,1.376685744053439,3.7286275278776886,-1.18811010725208
205,-4.254007178858707,1.430047135996191,3.607956752181053,-1.2830320807075815
206,-4.263881593628933,1.52291627326294,3.5263147069043237,-1.3798297570283085
207,-4.272822162979527,1.4779816414719742,3.617957289575746,-1.3011603542554535
208,-4.257637887879421,1.4678512967044586,3.6252623286686445,-1.2759322423978072
209,-4.282172076953085,1.3529340471876294,3.727036745140427,-1.2025945507529143
210,-4.293352632146132,1.452604327448889,3.654892827335157,-1.2841458314980723
211,-4.294591911215531,1.3156351821595116,3.7854963616713095,-1.1631166544693865
212,-4.3007009048210945,1.323498336990413,3.7690509682031053,-1.1824747410455816
213,-4.2814784915823685,1.379308416949291,3.688603156961893,-1.2412400224295101
214,-4.294922876985449,1.4925450203254034,3.5935331434403595,-1.350583385538898
215,-4.29695567331816,1.2148301701404547,3.905272220780975,-1.0446425413810894
216,-4.318881147786191,1.3778752485584271,3.7317543905032307,-1.240471486727658
217,-4.317083406448364,1.3718992889809765,3.7271206673822905,-1.2508438440824026
218,-4.3374487713763585,1.4583671931177378,3.6937504703277035,-1.3111374715980337
219,-4.33928466470618,1.3974786882141703,3.6991836952143595,-1.2862353408709168
220,-4.324630076634256,1.5351181112621959,3.5763628868680253,-1.4064655302337519
221,-4.32995627428356,1.637592631539232,3.5046460740660366,-1.4823750769817516
222,-4.35458759257668,1.3770105422131325,3.8013267106915776,-1.2172410216427556
223,-4.351746005760996,1.5637135953201275,3.6539129330139413,-1.3589518044658593
224,-4.343968008693896,1.5044272717480596,3.657193614042511,-1.3527645726590172
225,-4.327531566117939,1.459537991469628,3.704398705104464,-1.2852550333071695
226,-4.345756239640085,1.4775172195544368,3.6966975355030676,-1.3128505042705096
227,-4.3642817472156725,1.4505453189638884,3.706465498828574,-1.335643742262925
228,-4.349857583171443,1.4729243608093576,3.6540816129234277,-1.3499914903830932
229,-4.380045431538632,1.4265657901567848,3.753710095427538,-1.2979083201259767
230,-4.397279494059713,1.4329757427698688,3.791174395696113,-1.2749709767730613
231,-4.395880512814773,1.568503755242809,3.6607600288171516,-1.415187685667096
232,-4.381299997630872,1.3728177222717357,3.8096083678697283,-1.2378511544513076
233,-4.359348446444462,1.4714626038545056,3.756964123327481,-1.274098165852851
234,-4.391003035871607,1.3873370167260106,3.820941589929556,-1.243880784594895
235,-4.402052318422418,1.5143905111441487,3.7146163215370556,-1.3597138136331188
236,-4.414382810341684,1.4432918993069936,3.8683202009452016,-1.2279867532810098
237,-4.415250864154414,1.5853628033379976,3.6454234378118264,-1.4471114926138207
238,-4.411694201670195,1.3949830228658884,3.8701259610684295,-1.2183516459294448
239,-4.428835634808792,1.336121814129384,3.9179358917239466,-1.1874374211079588
240,-4.441104991812455,1.4076721019258625,3.8644396556835425,-1.2560834365455729
241,-4.428180141825425,1.4656632642114633,3.771891729866988,-1.336679886953023
242,-4.440504979459863,1.258718065721424,3.991561743146495,-1.124085164109343
243,-4.456040772638823,1.4490447248283185,3.884830618571294,-1.2576536643759986
244,-4.457272521445626,1.3210426872890246,3.9794051127214183,-1.1603455826836198
245,-4.4434330783392255,1.2991403609171117,3.996991926627724,-1.1278846917870013
246,-4.448397682215038,1.2758597527189475,4.024401763552113,-1.1145244365165892
247,-4.479497627835524,1.2987989550946575,4.005399986160429,-1.164920400293838
248,-4.4884877593893755,1.402564792893827,3.893364322479618,-1.2809074304311683
249,-4.484304252423738,1.4333804512494488,3.8897143042401265,-1.282911109556689
250,-4.468338647014217,1.292816000157281,4.033714718097134,-1.1238226185699827
251,-4.462246539090809,1.300452468720706,3.9979230482131243,-1.151837164349854
252,-4.470664671847695,1.441214424116831,3.9176547445748984,-1.24364655419792
253,-4.498338192387631,1.4613644389043514,3.887410563857932,-1.3038185519460392
254,-4.485397284909299,1.357141502397625,4.002078004867623,-1.1774904323888844
255,-4.503371286392212,1.4000968014037138,3.9690840543492842,-1.2279605081206875
256,-4.521213202100051,1.2887069977035648,4.114982252999356,-1.1104667737295753
257,-4.508584425951305,1.3350678089221841,4.039589177072048,-1.167585190258136
258,-4.506848507178457,1.3844257426007014,4.000000280788854,-1.2086896646963923
259,-4.514878212778192,1.3597421442207538,4.022761780494138,-1.1926666121929883
260,-4.525352060167413,1.2834355271127271,4.08846427029685,-1.1425654101234517
261,-4.507197156077937,1.4483880118319863,3.950060023288978,-1.2457592964466466
262,-4.521043290589985,1.3742300629811852,4.000162393638962,-1.218972194430075
263,-4.517205646163539,1.506778517247815,3.9526508980087542,-1.2687274832866693
264,-4.5438894604381765,1.3572716396547069,4.049508627621751,-1.19753822522532
265,-4.543772100147448,1.339486620437942,4.080178903592261,-1.165810329065119
266,-4.548320589567486,1.3965769599829065,4.058230372008524,-1.1880136470996627
267,-4.564799691501417,1.4099221380525513,4.009816866368055,-1.2718153715525802
268,-4.556098304924212,1.196259696575764,4.232644247381311,-1.0327565803805268
269,-4.539546216161628,1.307463990769496,4.066273277527408,-1.1746391662641575
270,-4.5540710273541904,1.4423130364402343,3.9772867882526235,-1.2852041614094847
271,-4.562907193836413,1.3005504599331241,4.14159545333762,-1.131768087900587
272,-4.562749086555682,1.3332242796834755,4.05579451600972,-1.2187643077518595
273,-4.557472597925287,1.4319655408494567,3.9791565912334543,-1.287231248607369
274,-4.559330182953885,1.2964408851571774,4.146908607294685,-1.1226537547956563
275,-4.586544300380506,1.3539535230711888,4.075838218001943,-1.2217749047730313
276,-4.568935041051162,1.410844867264754,4.043197090806145,-1.2378130200269974
277,-4.5524473786354065,1.2641262665979172,4.120812254359848,-1.131924037203977
278,-4.571975364183125,1.2547772673301791,4.208374851667568,-1.0700338599713226
279,-4.594236624868293,1.1887101647689153,4.240862675481721,-1.0668461368860382
280,-4.603797364862341,1.4496750240459253,4.077747066789552,-1.2481724098104199
281,-4.577380463324095,1.3217780041067224,4.144749957793637,-1.1378849158014515
282,-4.6211229318066644,1.1800438628630026,4.324472702333802,-1.0173714257580668
283,-4.597237655991002,1.3465610408273183,4.153315889521649,-1.1624620641606223
284,-4.5739562404783145,1.2163952994895608,4.2349922473885515,-1.0512876052262359
285,-4.591491458290502,1.0730881898810989,4.405418257964285,-0.9060019403598026
286,-4.594145655004602,1.1800857781383551,4.286209575596609,-1.0272910683906
287,-4.605572499099531,1.0171480804289643,4.463810335256551,-0.8654167658134707
288,-4.58493053536666,1.184448191798047,4.301524356478139,-0.9986109035873884
289,-4.615011237169567,1.091612702309105,4.388964899629355,-0.9490030009691652
290,-4.603296580440119,1.1221138859951967,4.342583341465184,-0.9812768209725619
291,-4.612213254602332,1.1891103458443755,4.283100452470152,-1.0454873206829163
292,-4.617855851901205,1.0250598136825781,4.514797888931475,-0.8231850442035418
293,-4.607163828611374,1.1635876883213456,4.351175740635709,-0.9812691988325433
294,-4.638354432582855,1.0351204981684292,4.509896577267271,-0.8616604062728583
295,-4.624053516513423,1.0093369457478587,4.459344386387812,-0.8754563270970003
296,-4.61940048744804,1.085927816352954,4.448183757850998,-0.890734601653132
297,-4.6480732459771,0.9799372416577841,4.505076937926443,-0.864215331970665
298,-4.644565412872716,1.029648699454571,4.491360126043621,-0.8843321066545813
299,-4.623459308398397,1.0732971563641178,4.42075223161986,-0.9180652080544908
